company_fyi,ticker,announcement_date,ai_tier,ai_causal,ai_primary,ai_broad,ai_desktop,fetch_success,evidence,source_url
Five9,FIVN,2024-08-20,2,0,1,1,0,1,[STRATEGIC] ...-a-service (CCaaS) sector “primed to be a beneficiary of AI/GenAI related investments.” “The announcement is in line with Fiv...,https://www.crn.com/news/cloud/2024/five9-plans-7-percent-workforce-layoffs
Five9,FIVN,2025-04-03,0,0,0,0,0,0,,https://www.marketwatch.com/story/five9-to-cut-4-of-workforce-cd4da325
Goodfood,FOOD.TO,2022-04-07,0,0,0,0,0,1,,https://thelogic.co/news/exclusive/meal-kit-pioneer-goodfood-goes-through-another-round-of-staff-cuts-amid-struggles-with-supply-chain-inflation/
VerticalScope,FORA.TO,2023-02-01,0,0,0,0,0,1,,https://www.theglobeandmail.com/business/article-verticalscope-cuts-22-per-cent-of-staff-in-latest-canadian-tech/
Freshworks,FRSH,2022-12-15,0,0,0,0,0,0,,https://inc42.com/buzz/facing-macroeconomic-headwinds-freshworks-trims-nearly-2-workforce/
Freshworks,FRSH,2024-11-07,0,0,0,0,0,1,,https://entrackr.com/news/freshworks-announces-13-layoffs-400-mn-stock-buyback-and-q3-results-7561767
F-Secure,FSECURE.HE,2023-10-25,0,0,0,0,0,1,,https://yle.fi/a/74-20056883
Fastly,FSLY,2024-08-08,0,0,0,0,0,0,,https://seekingalpha.com/news/4137719-fastly-to-reduce-global-headcount-by-11
Fortinet,FTNT,2023-08-25,0,0,0,0,0,1,,https://www.crn.com/news/security/fortinet-makes-cuts-to-sales-channel-business-development-groups
FuboTV,FUBO,2022-08-02,0,0,0,0,0,0,,https://www.businessinsider.com/fubotv-conducts-layoffs-in-us-2022-8
Fiverr,FVRR,2022-07-26,0,0,0,0,0,1,,https://en.globes.co.il/en/article-fiverr-lays-off-60-including-30-employees-in-israel-1001419413
Fiverr,FVRR,2025-09-15,1,0,0,1,0,1,"[SPECIFIC] ...bout 250 jobs, part of an effort to become a leaner, faster AI-first company with fewer management layers. The cuts repres...",https://www.wsj.com/business/fiverr-to-cut-about-250-jobs-in-refocusing-effort-reiterates-guidance-8f15ee4b
GoDaddy,GDDY,2020-06-24,0,0,0,0,0,1,,https://domainnamewire.com/2020/06/24/godaddy-plans-layoffs-and-is-closing-austin-offices/
GoDaddy,GDDY,2023-02-08,0,0,0,0,0,1,,https://techstartups.com/2023/02/08/godaddy-to-lay-off-8-of-its-workforce-or-about-530-employees-amid-global-economic-slowdown/
GoodRx,GDRX,2022-08-31,0,0,0,0,0,0,,https://seekingalpha.com/news/3879125-goodrx-laying-off-140-employees-16-of-workforce
Guardant Health,GH,2023-01-25,0,0,0,0,0,0,,https://www.genomeweb.com/business-news/guardant-health-lays-7-percent-workforce#.Y9HcqOzMK8A
GoHealth,GOCO,2022-08-09,0,0,0,0,0,1,,https://www.chicagobusiness.com/technology/gohealth-lays-800-workers-online-health-insurance-seller-cuts-back
Google,GOOG,2023-01-20,1,0,0,1,0,1,"[SPECIFIC] ...refocus on products and technology core to its future, like artificial intelligence . “We hired for a different economic reality than the one w...",https://www.nytimes.com/2023/01/20/business/google-alphabet-layoffs.html
Google,GOOG,2023-09-13,0,0,0,0,0,1,,https://www.eastbaytimes.com/2023/10/31/google-tech-job-cut-layoff-bay-area-economy-office-lease-alphabet/
Google,GOOG,2025-02-27,2,0,1,1,0,1,[STRATEGIC] ...o drive more cost-cutting as Google expands its spending on AI infrastructure in 2025. In this article GOOGL Follow your favorite stocks...,https://www.cnbc.com/2025/02/27/google-makes-cuts-to-hr-and-cloud-units.html
GoPro,GPRO,2020-04-15,2,0,1,1,0,1,[STRATEGIC] ...the needle. Tickets are limited. REGISTER NOW Most Popular Anthropic took down thousands of GitHub repos trying to yank its leak...,https://techcrunch.com/2020/04/16/gopro-lays-off-200-employees-representing-20-of-the-company/
GoPro,GPRO,2024-03-26,0,0,0,0,0,1,,https://www.wsj.com/business/earnings/gopro-to-cut-total-workforce-by-4-reduce-office-space-208f369a?
Grab,GRAB,2023-06-20,0,0,0,0,0,0,,https://www.reuters.com/technology/singapores-grab-informs-staff-1000-layoffs-2023-06-20/
Groupon,GRPN,2020-04-13,0,0,0,0,0,1,,https://layoffs.fyi/2020/04/17/groupon-laid-off-or-furloughed-2800-employees/
Groupon,GRPN,2022-08-08,1,0,0,1,0,1,"[SPECIFIC] ...dership team has been challenging our current processes and automating how we work, both with an eye toward taking costs out of th...",https://techcrunch.com/2022/08/08/groupon-cuts-over-500-staff-as-the-downturn-takes-its-tolll/
GitLab,GTLB,2023-02-09,0,0,0,0,0,1,,https://www.cnbc.com/2023/02/09/gitlab-layoffs-company-to-cut-7percent-of-staff-or-about-130-employees.html
ZoomInfo,GTM,2023-06-02,0,0,0,0,0,0,,https://www.bizjournals.com/portland/inno/stories/news/2023/06/02/zoominfo-layoffs.html
ZoomInfo,GTM,2025-06-09,0,0,0,0,0,1,,https://www.oregonlive.com/silicon-forest/2025/06/zoominfo-one-of-portland-areas-most-valuable-companies-will-cut-200-jobs.html
Guidewire,GWRE,2022-08-11,0,0,0,0,0,0,,Internal memo
Hims & Hers,HIMS,2025-05-30,0,0,0,0,0,0,,https://www.reuters.com/business/healthcare-pharmaceuticals/hims-cut-4-workforce-amid-ban-weight-loss-drug-copies-2025-05-30/
Robinhood,HOOD,2023-06-26,0,0,0,0,0,1,,https://www.wsj.com/articles/robinhood-lays-off-about-7-of-its-full-time-employees-2111cb48
Hewlett Packard Enterprise,HPE,2025-03-06,1,0,0,1,0,1,[SPECIFIC] ...analysts. The company had higher than normal inventory for artificial intelligence servers because of a shift to next-generation Blackwell gra...,https://www.cnbc.com/2025/03/06/hewlett-packard-enterprise-hpe-q1-earnings-report-2025.html
Hewlett Packard Enterprise,HPE,2025-11-05,0,0,0,0,0,1,,https://www.sfchronicle.com/tech/article/layoffs-hpe-hitachi-vantara-21140900.php
HP,HPQ,2023-02-19,0,0,0,0,0,0,,https://www.themarker.com/technation/2023-02-19/ty-article/.premium/00000186-692c-d22b-ad9e-7f6e08aa0000
HP,HPQ,2025-02-28,1,0,0,1,0,1,"[SPECIFIC] ...saw increased demand for its new technologies, particularly AI-powered PCs, with Chief Executive Officer Enrique Lores not...",https://www.sfchronicle.com/tech/article/hp-job-cuts-tariff-concerns-20193141.php
HP,HPQ,2025-11-25,1,0,0,1,1,1,[SPECIFIC] ...oonan Share Resize Listen (1 min) HP CEO Enrique Lores said AI could be used to help automate customer support. ann wang/R...,https://www.wsj.com/tech/hp-to-cut-up-to-10-of-workforce-as-part-of-ai-push-a2c198da?mod=hp_lead_pos4
HubSpot,HUBS,2023-01-31,0,0,0,0,0,0,,https://www.marketwatch.com/story/hubspot-to-lay-off-about-500-employees-consolidate-workspace-leases-01675175630
HubSpot,HUBS,2024-01-24,0,0,0,0,0,1,,https://www.linkedin.com/posts/jcolman_hubspot-content-designers-open-to-work-activity-7156050968306991105-917M/
IAC,IAC,2024-01-10,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2024-01-10/iac-divests-mosaic-apps-to-bending-spoons-in-deal-valued-at-100-million-plus?embedded-checkout=true
IBM,IBM,2023-01-25,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2023-01-25/ibm-to-cut-about-3-900-workers-still-hiring-in-higher-growth-areas
IBM,IBM,2024-03-12,3,1,1,1,1,1,"[CAUSAL] ...ur employees on AI,"" after it announced a plan in August to replace nearly 8,000 jobs with AI. IBM said on its earnings call in January of last year that...",https://www.cnbc.com/2024/03/12/ibm-tells-employees-of-job-cuts-in-marketing-and-communications.html
Infineon,IFX.DE,2024-08-05,0,0,0,0,0,1,,https://finance.yahoo.com/news/infineon-cut-1-400-jobs-125510481.html
Illumina,ILMN,2022-11-14,0,0,0,0,0,0,,https://www.genomeweb.com/business-news/illumina-lays-approximately-500-employees-response-economic-climate#.Y4FAPOzMJjM
Illumina,ILMN,2023-06-21,0,0,0,0,0,0,,https://www.sec.gov/Archives/edgar/data/1110803/000111080323000048/ilmn-20230621.htm
Intel,INTC,2022-12-06,1,0,0,1,0,1,"[SPECIFIC] ...laid off – those positions included a senior manager in the artificial intelligence business unit, an executive assistant, and a manager-level...",https://www.crn.com/news/computing/intel-begins-layoffs-in-california-voluntary-unpaid-leave-program
Intel,INTC,2023-08-17,2,0,1,1,0,1,[STRATEGIC] ...wer. And getting billions of dollars from the Chips act. If ChatGPT could develop processors I bet Intel and other companies wo...,https://www.tomshardware.com/news/intel-to-make-further-workforce-cuts-in-us-report
Intel,INTC,2025-02-04,0,0,0,0,0,1,,https://folsomtimes.com/intel-announces-another-58-layoffs-for-folsom-campus/
Intuit,INTU,2020-06-22,0,0,0,0,0,0,,https://intuitblog.com/news-social/a-message-from-intuit-ceo-sasan-goodarzi-to-intuit-employees/
Intuit,INTU,2024-07-10,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2024-07-10/intuit-to-cull-10-of-employees-in-latest-round-of-tech-layoffs
Innoviz,INVZ,2024-01-31,1,0,0,1,0,1,"[SPECIFIC] ...m Risk Maneuver (MRM) software solution and the InnovizCore AI compute module, along with other previously unannounced ini...",https://www.calcalistech.com/ctechnews/article/hjs6xbucp
Innoviz,INVZ,2025-02-04,0,0,0,0,0,1,,https://www.calcalistech.com/ctechnews/article/hydnmjjkjx
Century Therapeutics,IPSC,2023-01-09,0,0,0,0,0,0,,https://www.bizjournals.com/philadelphia/news/2023/01/09/century-therapeutics-jobs-cell-therapy-cancer.amp.html
iSpecimen,ISPC,2023-09-06,0,0,0,0,0,0,,https://seekingalpha.com/news/4009713-ispecimen-to-lay-off-20-of-its-employees-as-it-seeks-profitability
Jumia,JMIA,2022-11-21,0,0,0,0,0,1,,https://techcrunch.com/2023/02/16/jumia-laid-off-20-of-staff-in-q4-2022-amid-work-to-reduce-losses-by-half-this-year/
Just Eat Takeaway,JTKWY,2022-07-20,0,0,0,0,0,0,,https://www.reuters.com/business/retail-consumer/just-eat-takeaway-cut-staff-france-spokesperson-says-2022-07-20/
Kyndryl,KD,2023-03-30,0,0,0,0,0,0,,https://www.channelfutures.com/business-models/kyndryl-confirms-layoffs-as-no-1-cost-is-always-flesh-and-bone
Kaltura,KLTR,2022-08-09,0,0,0,0,0,1,,https://en.globes.co.il/en/article-kaltura-laying-off-10-of-workforce-1001420938
Kaltura,KLTR,2025-08-07,1,0,0,1,0,1,"[SPECIFIC] ...y streamlines operations despite improved revenue and first AI sales. Sophie Shulman 14:12, 07.08.25 Kaltura, the corporat...",https://www.calcalistech.com/ctechnews/article/6a8duhohw
Kinaxis,KXS.TO,2024-05-08,0,0,0,0,0,0,,https://investors.kinaxis.com/news-releases/news-release-details/2024/Kinaxis-Inc.-Reports-First-Quarter-2024-Results/default.aspx
CS Disco,LAW,2023-01-19,0,0,0,0,0,1,,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001625641/f8a9ad04-6c29-4631-b07d-b08d849fbcfa.pdf
Luminar,LAZRQ,2024-05-03,2,0,1,1,0,1,[STRATEGIC] ...the needle. Tickets are limited. REGISTER NOW Most Popular Anthropic took down thousands of GitHub repos trying to yank its leak...,https://techcrunch.com/2024/05/03/luminar-layoffs-reduction-restructuring-lidar/
Luminar,LAZRQ,2025-05-20,2,0,1,1,0,1,[STRATEGIC] ...the needle. Tickets are limited. REGISTER NOW Most Popular Anthropic took down thousands of GitHub repos trying to yank its leak...,https://techcrunch.com/2025/05/20/luminar-kicks-off-another-round-of-layoffs-amid-ceos-sudden-resignation/
Lemonade,LMND,2022-04-20,0,0,0,0,0,0,,https://coverager.com/layoffs-at-lemonade/
Lemonade,LMND,2023-05-16,0,0,0,0,0,1,,https://www.calcalistech.com/ctechnews/article/s18wcz11r2
Logitech,LOGI,2023-03-22,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2023-03-22/logitech-cuts-300-jobs-on-post-covid-slump-in-computer-gadgets?srnd=technology-vp#xj4y7vzkg
LivePerson,LPSN,2020-11-01,1,0,0,1,0,1,[SPECIFIC] ...Customer AI-powered messaging company LivePerson Inc. (Nasdaq: LPSN );...,https://en.globes.co.il/en/article-liveperson-to-lay-off-30-in-israel-1001347824#
LivePerson,LPSN,2022-09-15,0,0,0,0,0,0,,Internal memo
Lam Research,LRCX,2023-01-25,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2023-01-25/lam-research-to-cut-7-of-workforce-after-forecast-disappoints?leadSource=uverify%20wall
Lightspeed Commerce,LSPD.TO,2023-01-17,0,0,0,0,0,1,,https://www.prnewswire.com/news-releases/lightspeed-commerce-streamlines-operations-with-a-continued-focus-on-profitable-growth-301723292.html
Lightspeed Commerce,LSPD.TO,2024-04-03,0,0,0,0,0,0,,https://www.bnnbloomberg.ca/lightspeed-commerce-cutting-280-jobs-as-it-focuses-on-profitable-growth-1.2054620
Lightspeed Commerce,LSPD.TO,2024-12-02,0,0,0,0,0,0,,https://www.marketwatch.com/story/lightspeed-commerce-to-cut-200-jobs-17842379
Latch,LTCH,2022-05-10,1,0,0,1,0,1,"[SPECIFIC] ...weeks after COVID-19 arrived in the U.S., the Boston-based machine learning company conducted layoffs due to “ uncertainty .” Fast-forw...",https://techcrunch.com/2022/05/13/startup-tech-layoff-and-hiring-freeze-in-may/
Latch,LTCH,2023-07-10,0,0,0,0,0,1,,https://www.marketscreener.com/quote/stock/LATCH-INC-117136898/news/Latch-Drives-Additional-Discipline-and-Efficiency-Setting-the-Stage-For-Accelerated-Future-Growth-44303832/
Lucid Diagnostics,LUCD,2023-01-18,0,0,0,0,0,0,,https://www.genomeweb.com/business-news/lucid-diagnostics-lays-20-percent-workforce-business-reprioritization#.Y9HdouzMK8A
Lyft,LYFT,2020-04-29,0,0,0,0,0,1,,https://layoffs.fyi/2020/04/30/lyft-laid-off-982-employees/
Lyft,LYFT,2022-07-20,0,0,0,0,0,1,,https://www.wsj.com/articles/lyft-lays-off-about-60-employees-folds-its-car-rentals-for-riders-11658340622
Lyft,LYFT,2024-09-04,0,0,0,0,0,1,,https://www.cnbc.com/2024/09/04/lyft-layoffs.html
LegalZoom,LZ,2023-10-19,0,0,0,0,0,0,,https://www.bizjournals.com/austin/news/2023/10/19/legal-zoom-layoffs-williamson-county-warn-notice.html
LegalZoom,LZ,2024-08-07,0,0,0,0,0,1,,https://finance.yahoo.com/news/legalzoom-reports-second-quarter-2024-200100127.html
Mobileye,MBLY,2024-09-09,1,0,0,1,0,1,"[SPECIFIC] ...sors have dropped significantly. Meanwhile, advancements in AI raise questions about their necessity. About five years ago...",https://www.calcalistech.com/ctechnews/article/bj11rpdhh0
Mobileye,MBLY,2025-12-08,0,0,0,0,0,1,,https://www.calcalistech.com/ctechnews/article/hjznnzvzzl
Medtronic,MDT,2023-04-12,0,0,0,0,0,0,,https://www.massdevice.com/medtronic-layoffs-california/
Medtronic,MDT,2024-06-13,0,0,0,0,0,0,,https://www.massdevice.com/medtronic-layoffs-global-confirmed/
Medtronic,MDT,2025-10-27,0,0,0,0,0,1,,https://www.calcalistech.com/ctechnews/article/s1g3z02cgg
Meta,META,2022-11-09,1,0,0,1,0,1,"[SPECIFIC] ...o a smaller number of high priority growth areas — like our AI discovery engine, our ads and business platforms, and our l...",https://www.cnbc.com/2022/11/09/meta-to-lay-off-more-than-11000-thousand-employees.html
Meta,META,2023-10-04,0,0,0,0,0,0,,https://www.reuters.com/technology/meta-lay-off-employees-metaverse-silicon-unit-wednesday-2023-10-03/
Meta,META,2024-10-16,2,0,1,1,0,1,"[STRATEGIC] ...ate jobs Robert Hart Oct 28, 2025 Most Popular Most Popular Anthropic essentially bans OpenClaw from Claude by making subscribers...",https://www.theverge.com/2024/10/16/24272195/meta-layoffs-whatsapp-instagram-reality-labs
Meta,META,2025-10-22,3,1,1,1,1,1,"[CAUSAL] ...dels in April received a lukewarm response from developers. Following Meta's massive investment in Scale AI, Zuckerberg unveiled a new unit called Meta Superintelligen...",https://www.cnbc.com/2025/10/22/meta-layoffs-ai.html
Magnite,MGNI,2023-01-19,0,0,0,0,0,0,,https://seekingalpha.com/news/3926164-magnite-slashes-jobs-by-6-globally-sec-filing
MakeMyTrip,MMYT,2020-06-01,0,0,0,0,0,1,,https://www.livemint.com/companies/news/covid-19-lockdown-makemytrip-to-lay-off-10-of-its-workforce-as-revenues-hit-11591008074698.html
Megaport,MP1.AX,2023-01-05,0,0,0,0,0,1,,https://www.afr.com/technology/megaport-lays-off-35-staff-losses-narrow-20220809-p5b8bz
Marqeta,MQ,2023-05-09,0,0,0,0,0,1,,https://www.fool.com/earnings/call-transcripts/2023/05/09/marqeta-mq-q1-2023-earnings-call-transcript/
Marvell,MRVL,2023-03-21,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2023-03-21/marvell-to-cut-4-of-workforce-in-response-to-chip-slowdown?leadSource=uverify%20wall
Microsoft,MSFT,2022-07-12,0,0,0,0,0,1,,https://www.cnbc.com/2022/07/12/microsoft-cuts-small-percentage-of-employees-as-new-fiscal-year-begins.html
Microsoft,MSFT,2024-01-25,0,0,0,0,0,1,,https://www.theverge.com/2024/1/25/24049050/microsoft-activision-blizzard-layoffs
Match Group,MTCH,2023-02-01,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2023-02-01/match-will-reduce-global-workforce-by-8-as-sales-miss-estimates?leadSource=uverify%20wall
Match Group,MTCH,2024-07-31,2,0,1,1,0,1,"[STRATEGIC] ...inds Match shifting its focus to other offerings, including generative AI. The decision to end livestreaming will directly impact dat...",https://techcrunch.com/2024/07/31/match-group-ends-live-streaming-service-layoffs/
Match Group,MTCH,2025-05-08,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2025-05-08/match-group-cuts-13-staff-in-latest-move-to-reverse-declines
Micron,MU,2023-01-01,0,0,0,0,0,0,,https://www.forbes.com/sites/qai/2023/01/01/tech-layoffs-micron-to-lay-off-10-of-staff-due-to-low-demand-for-chips/?sh=5d303fd41472
Micron,MU,2025-08-12,0,0,0,0,0,1,,https://www.scmp.com/tech/big-tech/article/3321613/micron-starts-lay-offs-china-us-memory-chipmaker-retreats-mobile-nand-market
NCC Group,NCC.L,2023-02-02,0,0,0,0,0,1,,https://www.businesstimes.com.sg/companies-markets/british-cybersecurity-firm-ncc-group-cut-workforce-7
NCC Group,NCC.L,2023-08-10,2,0,1,1,0,1,[STRATEGIC] ...the needle. Tickets are limited. REGISTER NOW Most Popular Anthropic took down thousands of GitHub repos trying to yank its leak...,https://techcrunch.com/2023/08/10/ncc-group-layoffs/
nCino,NCNO,2023-01-18,0,0,0,0,0,1,,https://portcitydaily.com/local-news/2023/01/18/ncino-lays-off-7-of-workforce-cites-challenges-in-global-economy/
nCino,NCNO,2025-05-27,1,0,0,1,0,1,"[SPECIFIC] ...like ours. Change is also necessary to WIN in the vertical AI opportunity, and, as we look ahead, I ask you to keep these...",https://www.housingwire.com/articles/ncino-workforce-layoffs-artificial-intelligence-technology/
Cloudflare,NET,2024-01-11,0,0,0,0,0,1,,https://twitter.com/eastdakota/status/1745697840180191501
Netflix,NFLX,2022-04-28,0,0,0,0,0,1,,https://www.thewrap.com/netflix-layoffs-tudum-site-marketing-department/
NIO,NIO,2023-11-03,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2023-11-03/chinese-ev-maker-nio-to-cut-10-of-staff-positions-and-may-spin-off-businesses#xj4y7vzkg
Presto,NPK,2023-11-20,1,0,0,1,0,0,[URL_SIGNAL] https://investor.presto.com/news-releases/news-release-details/presto-automation-announces-fiscal-first-quarter-2024-financial,https://investor.presto.com/news-releases/news-release-details/presto-automation-announces-fiscal-first-quarter-2024-financial
NerdWallet,NRDS,2024-07-30,0,0,0,0,0,0,,https://www.marketwatch.com/amp/story/nerdwallet-to-cut-15-of-its-workforce-aa1db7c7
Nerdy,NRDY,2022-12-08,0,0,0,0,0,0,,https://www.bizjournals.com/stlouis/news/2022/12/08/online-tutoring-firm-nerdy-slashes.html
NetApp,NTAP,2023-01-31,0,0,0,0,0,1,,https://www.theregister.com/2023/01/31/netapp_layoffs_8_percent/
NetApp,NTAP,2025-04-30,1,0,0,1,0,1,[SPECIFIC] ...AI/ML NetApp trims workforce amid mixed market signals Chris M...,https://blocksandfiles.com/2025/04/30/netapp-making-layoffs/
NetEase,NTES,2025-02-22,0,0,0,0,0,0,,https://www.techinasia.com/news/netease-cuts-jobs-projects-as-growth-remains-slow
Nutanix,NTNX,2022-08-09,0,0,0,0,0,1,,https://www.marketscreener.com/quote/stock/NUTANIX-INC-31497437/news/NUTANIX-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-41257917/
Natera,NTRA,2022-11-22,0,0,0,0,0,0,,https://www.bizjournals.com/sanjose/news/2022/11/22/peninsula-biotechs-cutting-dozens-of-jobs.html
Nextdoor,NXDR,2023-11-07,0,0,0,0,0,0,,https://investors.nextdoor.com/news/news-details/2023/Nextdoor-Reports-Third-Quarter-2023-Results/
Nextdoor,NXDR,2025-08-07,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2025-08-07/nextdoor-cuts-12-of-workforce-in-quest-for-profitability
Nayax,NYAX,2025-07-07,0,0,0,0,0,1,,https://www.calcalistech.com/ctechnews/article/bjzblekrel
Ocado,OCDO.L,2023-12-31,0,0,0,0,0,1,,https://www.thetimes.com/business-money/entrepreneurs/article/ocado-reduced-staff-numbers-amid-difficult-times-for-online-grocers-xrxknd58s
Okta,OKTA,2022-08-26,3,1,1,1,0,1,[CAUSAL] ...ca Josh Bersin: ‘We’re not going to lose the HR department’ because of agentic AI Interview | Strategy and Leadership Western Digital: Why HR...,https://www.unleash.ai/economy/okta-lays-off-us-sourcing-team/
Okta,OKTA,2024-02-01,0,0,0,0,0,1,,https://www.cnbc.com/2024/02/01/okta-to-lay-off-7percent-of-staff-about-400-employees.html
Okta,OKTA,2025-02-04,2,0,1,1,0,1,[STRATEGIC] ...the needle. Tickets are limited. REGISTER NOW Most Popular Anthropic took down thousands of GitHub repos trying to yank its leak...,https://techcrunch.com/2025/02/04/okta-lays-off-180-employees-nearly-one-year-after-last-workforce-reduction/
Offerpad,OPAD,2022-11-11,0,0,0,0,0,0,,https://www.bizjournals.com/phoenix/news/2022/11/11/offerpad-zillow-opendoor-redfin-arizona-layoffs.html
Opendoor,OPEN,2022-11-02,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2022-11-02/opendoor-lays-off-18-of-workers-in-wave-of-housing-cutbacks
Opendoor,OPEN,2024-11-07,0,0,0,0,0,0,,https://investor.opendoor.com/static-files/b720864a-b9b8-4286-a2f0-d35abb057f17
Oportun,OPRT,2023-02-09,0,0,0,0,0,0,,https://seekingalpha.com/news/3934558-oportun-financial-to-lay-off-10-of-headcount-reports-q4-prelim-results
Oportun,OPRT,2023-11-07,1,0,0,1,0,1,"[SPECIFIC] ...the ""most proven and profitable parts of the business"": an automated savings app that charges $5 a month, and its main product o...",https://finance.yahoo.com/news/oportun-lay-off-18-corporate-021807823.html
Oracle,ORCL,2022-08-01,0,0,0,0,0,0,,https://www.bloomberg.com/news/articles/2022-08-01/oracle-cuts-workers-in-us-customer-analytics-division?sref=Oeyjq8by#xj4y7vzkg
Oracle,ORCL,2025-08-13,2,0,1,1,0,1,"[STRATEGIC] ...the company announced that it was ushering in a “new era of AI driven health records.” The following day, officials announced tha...",https://www.pleasantonweekly.com/business/2025/08/19/dozens-of-pleasanton-workers-hit-by-wave-of-oracle-layoffs/
Oatly,OTLY,2022-11-15,1,0,0,1,0,1,[SPECIFIC] ...N Video Ad Feedback CNN writer explains how Microsoft's new AI model works 02:20 Now playing • Source: CNN See more videos...,https://www.cnn.com/2022/11/15/business-food/oatly-q3-2022-results/index.html
Otovo,OTOVO.OL,2024-02-08,0,0,0,0,0,1,,https://www.mynewsdesk.com/otovo/pressreleases/otovo-q4-2023-cost-cuts-and-efficiency-program-executed-ready-for-2024-3302572
Ouster,OUST,2022-09-20,0,0,0,0,0,0,,https://www.businesswire.com/news/home/20220920005531/en/Ouster-Streamlines-Cost-Structure-to-Bolster-Path-to-Profitability
Owlet,OWLT,2022-07-22,0,0,0,0,0,1,,https://www.linkedin.com/feed/update/urn:li:activity:6957832944329580544/
PagSeguro,PAGS,2023-01-25,0,0,0,0,0,1,,https://news.fintechnexus.com/pagseguro-and-will-bank-part-of-layoff-wave-in-latam/
UiPath,PATH,2022-06-27,1,0,0,1,1,1,"[SPECIFIC] ...a new SEC filing . The company, a provider of software for automating office tasks, said that it had 4,200 employees as of April...",https://www.cnbc.com/2022/06/27/uipath-to-cut-5percent-of-its-workforce-as-part-of-restructuring-plan.html
UIPath,PATH,2024-07-09,1,0,0,1,1,1,"[SPECIFIC] ...Images | Lightrocket | Getty Images UiPath , a developer of automation software, is cutting 10% of its workforce, or about 420 job...",https://www.cnbc.com/2024/07/09/uipath-layoffs-company-to-cut-10percent-of-workforce.html
Paycom,PAYC,2025-10-01,0,0,0,0,0,0,,https://www.oklahoman.com/story/business/information-technology/2025/10/01/paycom-layoffs-2025-workers-replaced-with-ai/86448337007/
Payoneer,PAYO,2023-06-26,0,0,0,0,0,1,,https://www.calcalistech.com/ctechnews/article/sjctoolon
Payoneer,PAYO,2025-12-08,0,0,0,0,0,1,,https://www.calcalistech.com/ctechnews/article/s1fu4c4zzg
Procore,PCOR,2024-01-30,0,0,0,0,0,0,,Internal memo
PagerDuty,PD,2023-01-24,0,0,0,0,0,0,,https://www.marketwatch.com/story/pagerduty-to-lay-off-7-of-staff-revenue-officer-to-exit-271674568511
Pegasystems,PEGA,2023-01-03,0,0,0,0,0,0,,https://www.bizjournals.com/boston/news/2023/01/03/pegasystems-to-cut-4-of-its-workforce.html
Pegasystems,PEGA,2023-08-31,0,0,0,0,0,0,,https://www.bizjournals.com/boston/news/2023/08/31/pegasystems-layoffs-second-round.html
Perion,PERI,2022-08-08,1,0,0,1,0,1,"[SPECIFIC] ...en for business focus, operational performance, integrating automation tools and maximizing synergy in the company's growing opera...",https://en.globes.co.il/en/article-perion-network-lays-off-20-transfers-us-activities-to-israel-1001420801
Perion,PERI,2024-06-25,1,0,0,1,0,1,"[SPECIFIC] ...en for business focus, operational performance, integrating automation tools and maximizing synergy in the company's growing opera...",https://en.globes.co.il/en/article-perion-network-lays-off-20-transfers-us-activities-to-israel-1001420801
Pagaya,PGY,2023-01-18,0,0,0,0,0,1,,https://www.calcalistech.com/ctechnews/article/rjdsyoboo
Pagaya,PGY,2024-06-05,1,0,0,1,0,1,"[SPECIFIC] ...Pagaya reassure international partners during wartime? “If AI models were adopted by all lenders nationwide in the US, we...",https://www.calcalistech.com/ctechnews/article/h19floaec
Philips,PHG,2022-10-24,0,0,0,0,0,0,,https://www.reuters.com/business/philips-cut-4000-jobs-after-medical-equipment-recall-2022-10-24/
Phunware,PHUN,2023-07-20,0,0,0,0,0,0,,https://seekingalpha.com/news/3989259-software-developer-phunware-to-lay-off-one-third-of-its-workforce
Impinj,PI,2024-02-13,0,0,0,0,0,0,,https://www.bizjournals.com/seattle/news/2024/02/12/impinj-layoffs-seattle-internet-of-things.html
Pinterest,PINS,2022-11-30,0,0,0,0,0,0,,https://www.theinformation.com/briefings/pinterest-cuts-recruiting-team-slows-hiring
Planet,PL,2023-08-01,0,0,0,0,0,1,,https://www.cnbc.com/2023/08/01/planet-pl-lays-off-about-10percent-company-restructures.html
Planet,PL,2024-06-26,0,0,0,0,0,1,,https://spacenews.com/planet-lays-off-17-of-workforce/
Playtika,PLTK,2022-05-31,0,0,0,0,0,1,,https://en.globes.co.il/en/article-israeli-mobile-games-co-playtika-to-lay-off-250-1001413811
Playtika,PLTK,2022-12-09,0,0,0,0,0,1,,https://en.globes.co.il/en/article-playtika-to-lay-off-600-1001432312
