company_fyi,ticker,confidence,status,period,announcement_date,edgar_8k_date,layoff_count,layoff_pct,industry,country,source_url,match_src,ticker_edgar,ticker_yfinance,yf_name,cik,ai_mentioned,ai_evidence,listing_region,benchmark_index,event_study_usable,exclusion_reason
Everquote,EVER,MEDIUM,READY,post_genai,2023-07-11,,100.0,,Finance,United States,https://www.insurancejournal.com/news/national/2023/07/11/729444.htm,yfinance_only,,EVER,"EverQuote, Inc.",,0,,US,^GSPC,True,
EVgo,EVGO,MEDIUM,READY,post_genai,2023-02-23,,40.0,,Transportation,United States,https://www.businesswire.com/news/home/20230223005797/en/EVgo-Inc.-Aligns-Organization-Around-Growing-Its-Charging-Network,yfinance_only,,EVGO,EVgo Inc.,,0,,US,^GSPC,True,
Expedia,EXPE,MEDIUM,READY,post_genai,2023-03-21,,,,Travel,United States,https://www.geekwire.com/2023/expedia-group-lays-off-workers-as-part-of-strategic-actions/,yfinance_only,,EXPE,"Expedia Group, Inc.",,0,,US,^GSPC,True,
Expedia,EXPE,MEDIUM,READY,post_genai,2025-02-26,,,,Travel,United States,https://www.geekwire.com/2025/expedia-confirms-layoffs-at-seattle-travel-giant/,yfinance_only,,EXPE,"Expedia Group, Inc.",,0,,US,^GSPC,True,
Expedia,EXPE,MEDIUM,READY,post_genai,2026-01-26,,,,Travel,United States,https://www.bizjournals.com/seattle/news/2026/01/26/expedia-layoffs-tech-team-interbay-travel.html,yfinance_only,,EXPE,"Expedia Group, Inc.",,0,,US,^GSPC,False,insufficient_post_event_data
Fate Therapeutics,FATE,HIGH,READY,post_genai,2023-01-09,2023-01-05,315.0,57%,Healthcare,United States,"https://www.sandiegouniontribune.com/business/story/2023-01-09/san-diegos-fate-therapeutics-lays-off-315-employees-more-than-half-of-its-workforce#:~:text=Fate%20Therapeutics%2C%20a%20San%20Diego,collaboration%20agreement%20with%20Janssen%20Biotech",EDGAR_exact,FATE,FATE,"Fate Therapeutics, Inc.",1434316.0,0,,US,^GSPC,True,
Funding Circle,FCHL.XC,MEDIUM,READY,pre_genai,2020-07-08,,85.0,,Finance,United States,https://www.altfi.com/article/6790_funding-circle-joins-bounce-back-loan-scheme-as-it-cuts-us-headcount-by-85,yfinance_only,,FCHL.XC,Funding Circle Holdings PLC,,0,,INTL,^GSPC,True,
Funding Circle,FCHL.XC,MEDIUM,READY,post_genai,2024-05-29,,,,Finance,United Kingdom,https://markets.ft.com/data/announce/detail?dockey=600-202405290435DGAP____UKPR_____UK_Regulatory_1913105-1,yfinance_only,,FCHL.XC,Funding Circle Holdings PLC,,0,,INTL,^GSPC,True,
F5,FFIV,HIGH,READY,pre_genai,2022-10-21,2023-06-09,100.0,1%,Security,United States,https://www.geekwire.com/2022/f5-cutting-fewer-than-100-jobs-due-to-current-macroeconomic-environment/,EDGAR_exact,FFIV,FFIV,"F5, Inc.",1048695.0,0,,US,^GSPC,True,
F5,FFIV,HIGH,READY,post_genai,2023-11-03,2023-06-09,120.0,2%,Security,United States,https://www.geekwire.com/2023/seattle-cloud-giant-f5-lays-off-120-employees/,EDGAR_exact,FFIV,FFIV,"F5, Inc.",1048695.0,0,,US,^GSPC,True,
F5,FFIV,HIGH,READY,post_genai,2024-09-24,2023-06-09,,,Security,United States,https://www.geekwire.com/2024/f5-layoffs-impact-in-house-content-creation-employees/,EDGAR_exact,FFIV,FFIV,"F5, Inc.",1048695.0,0,,US,^GSPC,True,
F5,FFIV,HIGH,READY,post_genai,2025-08-13,2023-06-09,106.0,2%,Security,United States,https://www.geekwire.com/2024/f5-confirms-new-round-of-job-cuts-continuing-annual-pattern-of-workforce-reductions/,EDGAR_exact,FFIV,FFIV,"F5, Inc.",1048695.0,0,,US,^GSPC,True,
Five9,FIVN,HIGH,READY,post_genai,2024-08-20,2025-02-20,190.0,7%,Support,United States,https://www.crn.com/news/cloud/2024/five9-plans-7-percent-workforce-layoffs,EDGAR_exact,FIVN,FIVN,"Five9, Inc.",1288847.0,1,[WEAK] ...he contact-center-as-a-service (CCaaS) sector “primed to be a beneficiary of AI/GenAI related investments.” “The announcement is in line with Five9’s worse-than-fear...,US,^GSPC,True,
Five9,FIVN,HIGH,READY,post_genai,2025-04-03,2025-02-20,123.0,4%,Support,United States,https://www.marketwatch.com/story/five9-to-cut-4-of-workforce-cd4da325,EDGAR_exact,FIVN,FIVN,"Five9, Inc.",1288847.0,0,,US,^GSPC,True,
Goodfood,FOOD.TO,MEDIUM,READY,pre_genai,2022-04-07,,70.0,,Food,Canada,https://thelogic.co/news/exclusive/meal-kit-pioneer-goodfood-goes-through-another-round-of-staff-cuts-amid-struggles-with-supply-chain-inflation/,yfinance_only,,FOOD.TO,GOODFOOD MARKET CORP,,0,,INTL,^GSPTSE,True,
VerticalScope,FORA.TO,MEDIUM,READY,post_genai,2023-02-01,,60.0,22%,Media,Canada,https://www.theglobeandmail.com/business/article-verticalscope-cuts-22-per-cent-of-staff-in-latest-canadian-tech/,yfinance_only,,FORA.TO,VERTICALSCOPE HOLDINGS INC,,0,,INTL,^GSPTSE,True,
FormFactor,FORM,MEDIUM,READY,post_genai,2026-01-09,,220.0,11%,Manufacturing,United States,https://www.latimes.com/business/story/2026-01-09/bay-area-semiconductor-testing-company-to-lay-off-more-than-200-workers,yfinance_only,,FORM,"FormFactor, Inc.",,0,[FALSE_POSITIVE_IRRELEVANT] [WEAK] ...ads Reddit WhatsApp Copy Link URL Copied! Print 0:00 0:00 1x This is read by an automated voice. Please report any issues or inconsistencies here . Semiconductor testing...,US,^GSPC,False,insufficient_post_event_data
Freshworks,FRSH,MEDIUM,READY,pre_genai,2022-12-15,,90.0,2%,Support,United States,https://inc42.com/buzz/facing-macroeconomic-headwinds-freshworks-trims-nearly-2-workforce/,yfinance_only,,FRSH,Freshworks Inc.,,0,,US,^GSPC,True,
Freshworks,FRSH,MEDIUM,READY,post_genai,2024-11-07,,660.0,13%,Support,United States,https://entrackr.com/news/freshworks-announces-13-layoffs-400-mn-stock-buyback-and-q3-results-7561767,yfinance_only,,FRSH,Freshworks Inc.,,0,,US,^GSPC,True,
F-Secure,FSECURE.HE,MEDIUM,READY,post_genai,2023-10-25,,70.0,,Security,Finland,https://yle.fi/a/74-20056883,yfinance_only,,FSECURE.HE,F-Secure Oyj,,0,,INTL,^MSCI,True,
Fastly,FSLY,MEDIUM,READY,post_genai,2024-08-08,,,11%,Infrastructure,United States,https://seekingalpha.com/news/4137719-fastly-to-reduce-global-headcount-by-11,yfinance_only,,FSLY,"Fastly, Inc.",,0,,US,^GSPC,True,
Fortinet,FTNT,MEDIUM,READY,post_genai,2023-08-25,,,,Security,United States,https://www.crn.com/news/security/fortinet-makes-cuts-to-sales-channel-business-development-groups,yfinance_only,,FTNT,"Fortinet, Inc.",,0,,US,^GSPC,True,
FuboTV,FUBO,MEDIUM,READY,pre_genai,2022-08-02,,,,Media,United States,https://www.businessinsider.com/fubotv-conducts-layoffs-in-us-2022-8,yfinance_only,,FUBO,fuboTV Inc.,,0,,US,^GSPC,True,
Fiverr,FVRR,MEDIUM,READY,pre_genai,2022-07-26,,60.0,8%,Other,Israel,https://en.globes.co.il/en/article-fiverr-lays-off-60-including-30-employees-in-israel-1001419413,yfinance_only,,FVRR,Fiverr International Ltd.,,0,,US,^GSPC,True,
Fiverr,FVRR,MEDIUM,READY,post_genai,2025-09-15,,250.0,30%,Other,Israel,https://www.wsj.com/business/fiverr-to-cut-about-250-jobs-in-refocusing-effort-reiterates-guidance-8f15ee4b,yfinance_only,,FVRR,Fiverr International Ltd.,,0,,US,^GSPC,True,
Mode Global,GB00BKX8NT01.SG,MEDIUM,DELISTED,post_genai,2023-01-26,,,100%,Finance,United Kingdom,https://ir.q4europe.com/solutions/ModePlc/4070/newsArticle.aspx?storyid=15676173,yfinance_only,,GB00BKX8NT01.SG,Mode Global Holdings PLC,,0,,INTL,^MSCI,False,
GoDaddy,GDDY,MEDIUM,READY,pre_genai,2020-06-24,,451.0,6%,Marketing,United States,https://domainnamewire.com/2020/06/24/godaddy-plans-layoffs-and-is-closing-austin-offices/,yfinance_only,,GDDY,GoDaddy Inc.,,0,,US,^GSPC,True,
GoDaddy,GDDY,MEDIUM,READY,post_genai,2023-02-08,,530.0,8%,Marketing,United States,https://techstartups.com/2023/02/08/godaddy-to-lay-off-8-of-its-workforce-or-about-530-employees-amid-global-economic-slowdown/,yfinance_only,,GDDY,GoDaddy Inc.,,0,,US,^GSPC,True,
GoodRx,GDRX,HIGH,READY,pre_genai,2022-08-31,2023-11-09,140.0,16%,Healthcare,United States,https://seekingalpha.com/news/3879125-goodrx-laying-off-140-employees-16-of-workforce,EDGAR_exact,GDRX,GDRX,"GoodRx Holdings, Inc.",1809519.0,0,,US,^GSPC,True,
Getaround,GETR,MEDIUM,READY,post_genai,2023-02-02,2025-02-12,,10%,Transportation,United States,https://techcrunch.com/2023/02/02/car-sharing-spac-getaround-lays-off-10-of-staff/,EDGAR_exact,,GETR,"Getaround, Inc.",1839608.0,0,"[FALSE_POSITIVE_TC_BOILERPLATE] [WEAK] ...Google is now letting users in the US change their Gmail address Ivan Mehta Why OpenAI really shut down Sora Connie Loizos The Pixel 10a doesn’t have a camera bump, a...",US,^GSPC,False,insufficient_pre_event_history
Getaround,GETR,MEDIUM,READY,post_genai,2024-02-08,2025-02-12,,30%,Transportation,United States,https://techcrunch.com/2024/02/08/car-sharing-company-getaround-cuts-one-third-of-u-s-workforce/,EDGAR_exact,,GETR,"Getaround, Inc.",1839608.0,0,"[FALSE_POSITIVE_TC_BOILERPLATE] [WEAK] ...Google is now letting users in the US change their Gmail address Ivan Mehta Why OpenAI really shut down Sora Connie Loizos The Pixel 10a doesn’t have a camera bump, a...",US,^GSPC,True,
Guardant Health,GH,MEDIUM,READY,post_genai,2023-01-25,,130.0,7%,Healthcare,United States,https://www.genomeweb.com/business-news/guardant-health-lays-7-percent-workforce#.Y9HcqOzMK8A,yfinance_only,,GH,"Guardant Health, Inc.",,0,,US,^GSPC,True,
Gloo,GLOO,MEDIUM,READY,post_genai,2026-01-29,,,,Consumer,United States,https://www.bizjournals.com/denver/news/2026/01/29/ai-company-cuts-staff-reduces-executive-salaries.html,yfinance_only,,GLOO,"Gloo Holdings, Inc.",,0,,US,^GSPC,False,no_return_data
GoHealth,GOCO,MEDIUM,READY,pre_genai,2022-08-09,,800.0,20%,Healthcare,United States,https://www.chicagobusiness.com/technology/gohealth-lays-800-workers-online-health-insurance-seller-cuts-back,yfinance_only,,GOCO,"GoHealth, Inc.",,0,,US,^GSPC,True,
Canoo,GOEVW,MEDIUM,DELISTED,pre_genai,2022-07-01,,58.0,6%,Transportation,United States,https://www.businessinsider.com/canoo-layoffs-production-goals-electric-vehicle-startup-2022-6,yfinance_only,,GOEVW,Canoo Inc.,,0,,US,^GSPC,False,
Canoo,GOEVW,MEDIUM,DELISTED,post_genai,2024-12-11,,20.0,,Transportation,United States,https://eletric-vehicles.com/canoo/canoo-initiates-layoffs-as-bankruptcy-looms/,yfinance_only,,GOEVW,Canoo Inc.,,0,,US,^GSPC,False,
Google,GOOG,MEDIUM,READY,post_genai,2023-01-20,,12000.0,6%,Consumer,United States,https://www.nytimes.com/2023/01/20/business/google-alphabet-layoffs.html,yfinance_only,,GOOG,Alphabet Inc.,,0,,US,^GSPC,True,
Google,GOOG,MEDIUM,READY,post_genai,2023-09-13,,75.0,,Consumer,United States,https://www.eastbaytimes.com/2023/10/31/google-tech-job-cut-layoff-bay-area-economy-office-lease-alphabet/,yfinance_only,,GOOG,Alphabet Inc.,,0,,US,^GSPC,True,
Google,GOOG,MEDIUM,READY,post_genai,2025-02-27,,,,Consumer,United States,https://www.cnbc.com/2025/02/27/google-makes-cuts-to-hr-and-cloud-units.html,yfinance_only,,GOOG,Alphabet Inc.,,0,,US,^GSPC,True,
GoPro,GPRO,HIGH,READY,pre_genai,2020-04-15,2024-10-29,200.0,20%,Consumer,United States,https://techcrunch.com/2020/04/16/gopro-lays-off-200-employees-representing-20-of-the-company/,EDGAR_exact,GPRO,GPRO,"GoPro, Inc.",1500435.0,0,"[FALSE_POSITIVE_TC_BOILERPLATE] [WEAK] ...Google is now letting users in the US change their Gmail address Ivan Mehta Why OpenAI really shut down Sora Connie Loizos The Pixel 10a doesn’t have a camera bump, a...",US,^GSPC,True,
GoPro,GPRO,HIGH,READY,post_genai,2024-03-26,2024-10-29,,4%,Consumer,United States,https://www.wsj.com/business/earnings/gopro-to-cut-total-workforce-by-4-reduce-office-space-208f369a?,EDGAR_exact,GPRO,GPRO,"GoPro, Inc.",1500435.0,0,,US,^GSPC,True,
Grab,GRAB,MEDIUM,READY,post_genai,2023-06-20,,1000.0,11%,Transportation,Singapore,https://www.reuters.com/technology/singapores-grab-informs-staff-1000-layoffs-2023-06-20/,yfinance_only,,GRAB,Grab Holdings Limited,,0,,US,^GSPC,True,
Grail,GRAL,MEDIUM,READY,post_genai,2024-08-13,,350.0,,Healthcare,United States,https://www.sfgate.com/tech/article/grail-biotech-layoffs-menlo-park-19659668.php,yfinance_only,,GRAL,"GRAIL, Inc.",,0,,US,^GSPC,False,insufficient_pre_event_history
Groupon,GRPN,HIGH,READY,pre_genai,2020-04-13,2023-01-30,2800.0,44%,Retail,United States,https://layoffs.fyi/2020/04/17/groupon-laid-off-or-furloughed-2800-employees/,EDGAR_exact,GRPN,GRPN,"Groupon, Inc.",1490281.0,0,,US,^GSPC,True,
Groupon,GRPN,HIGH,READY,pre_genai,2022-08-08,2023-01-30,500.0,15%,Retail,United States,https://techcrunch.com/2022/08/08/groupon-cuts-over-500-staff-as-the-downturn-takes-its-tolll/,EDGAR_exact,GRPN,GRPN,"Groupon, Inc.",1490281.0,0,"[FALSE_POSITIVE_IRRELEVANT] [WEAK] ...onths the senior leadership team has been challenging our current processes and automating how we work, both with an eye toward taking costs out of the business and impro...",US,^GSPC,True,
Akerna,GRYP,MEDIUM,DELISTED,pre_genai,2020-09-02,2022-05-27,,,Logistics,United States,https://mjbizdaily.com/cannabis-tech-platform-akernas-ample-organics-acquisition-spurs-layoffs-leadership-changes/,EDGAR_exact,GRYP,,,1755953.0,0,,US,^GSPC,False,
GitLab,GTLB,MEDIUM,READY,post_genai,2023-02-09,,130.0,7%,Product,United States,https://www.cnbc.com/2023/02/09/gitlab-layoffs-company-to-cut-7percent-of-staff-or-about-130-employees.html,yfinance_only,,GTLB,GitLab Inc.,,0,,US,^GSPC,True,
ZoomInfo,GTM,MEDIUM,READY,post_genai,2023-06-02,,120.0,3%,Sales,Canada,https://www.bizjournals.com/portland/inno/stories/news/2023/06/02/zoominfo-layoffs.html,yfinance_only,,GTM,ZoomInfo Technologies Inc.,,0,,US,^GSPC,True,
ZoomInfo,GTM,MEDIUM,READY,post_genai,2025-06-09,,150.0,4%,Sales,Canada,https://www.oregonlive.com/silicon-forest/2025/06/zoominfo-one-of-portland-areas-most-valuable-companies-will-cut-200-jobs.html,yfinance_only,,GTM,ZoomInfo Technologies Inc.,,0,,US,^GSPC,True,
Guidewire,GWRE,MEDIUM,READY,pre_genai,2022-08-11,,,2%,Finance,United States,Internal memo,yfinance_only,,GWRE,"Guidewire Software, Inc.",,0,,US,^GSPC,True,
HelloFresh,HELFY,MEDIUM,READY,pre_genai,2022-10-10,,611.0,,Food,United States,https://www.businessinsider.com/meal-kit-maker-hellofresh-to-lay-off-600-closes-california-facility-2022-10,yfinance_only,,HELFY,Hellofresh SE,,0,,US,^GSPC,False,event_date_too_far_from_trading
HelloFresh,HELFY,MEDIUM,READY,post_genai,2025-03-17,,273.0,,Food,United States,https://www.grocerydive.com/news/hellofresh-close-texas-distribution-centers-cut-nearly-300-jobs/742616/,yfinance_only,,HELFY,Hellofresh SE,,0,,US,^GSPC,False,insufficient_pre_event_history
Hims & Hers,HIMS,MEDIUM,READY,post_genai,2025-05-30,,68.0,4%,Healthcare,United States,https://www.reuters.com/business/healthcare-pharmaceuticals/hims-cut-4-workforce-amid-ban-weight-loss-drug-copies-2025-05-30/,yfinance_only,,HIMS,"Hims & Hers Health, Inc.",,0,,US,^GSPC,True,
Cue Health,HLTHQ,MEDIUM,READY,post_genai,2023-04-28,,326.0,30%,Healthcare,United States,https://www.sec.gov/Archives/edgar/data/1628945/000162894523000085/hlth-20230428.htm,yfinance_only,,HLTHQ,Cue Health Inc.,,0,,US,^GSPC,False,event_date_too_far_from_trading
Cue Health,HLTHQ,MEDIUM,READY,post_genai,2024-01-05,,94.0,13%,Healthcare,United States,https://www.360dx.com/business-news/cue-health-lays-94-people-fda-declines-grant-covidflu-test-eua,yfinance_only,,HLTHQ,Cue Health Inc.,,0,,US,^GSPC,False,event_date_too_far_from_trading
Robinhood,HOOD,MEDIUM,READY,pre_genai,2022-04-26,,340.0,9%,Finance,United States,https://www.cnbc.com/2022/04/26/robinhood-cutting-about-9percent-of-full-time-employees.html,yfinance_only,,HOOD,"Robinhood Markets, Inc.",,0,"[FALSE_POSITIVE_IRRELEVANT] [WEAK] ...ew employee growth plans and ""continue to prioritize internal opportunities for automation and operational efficiency,"" Tenev wrote. Robinhood rose to prominence in early...",US,^GSPC,False,insufficient_pre_event_history
Robinhood,HOOD,MEDIUM,READY,post_genai,2023-06-26,,150.0,7%,Finance,United States,https://www.wsj.com/articles/robinhood-lays-off-about-7-of-its-full-time-employees-2111cb48,yfinance_only,,HOOD,"Robinhood Markets, Inc.",,0,,US,^GSPC,True,
Hewlett Packard Enterprise,HPE,MEDIUM,READY,post_genai,2025-03-06,,2500.0,5%,Hardware,United States,https://www.cnbc.com/2025/03/06/hewlett-packard-enterprise-hpe-q1-earnings-report-2025.html,yfinance_only,,HPE,Hewlett Packard Enterprise Comp,,0,,US,^GSPC,True,
Hewlett Packard Enterprise,HPE,MEDIUM,READY,post_genai,2025-11-05,,52.0,,Hardware,United States,https://www.sfchronicle.com/tech/article/layoffs-hpe-hitachi-vantara-21140900.php,yfinance_only,,HPE,Hewlett Packard Enterprise Comp,,0,,US,^GSPC,True,
HP,HPQ,HIGH,READY,post_genai,2023-02-19,2019-10-04,100.0,,Hardware,Israel,https://www.themarker.com/technation/2023-02-19/ty-article/.premium/00000186-692c-d22b-ad9e-7f6e08aa0000,EDGAR_exact,HPQ,HP,"Helmerich & Payne, Inc.",47217.0,0,,US,^GSPC,True,
HP,HPQ,HIGH,READY,post_genai,2025-02-28,2019-10-04,4000.0,10%,Hardware,United States,https://www.sfchronicle.com/tech/article/hp-job-cuts-tariff-concerns-20193141.php,EDGAR_exact,HPQ,HP,"Helmerich & Payne, Inc.",47217.0,0,,US,^GSPC,True,
HP,HPQ,HIGH,READY,post_genai,2025-11-25,2019-10-04,4000.0,,Hardware,United States,https://www.wsj.com/tech/hp-to-cut-up-to-10-of-workforce-as-part-of-ai-push-a2c198da?mod=hp_lead_pos4,EDGAR_exact,HPQ,HP,"Helmerich & Payne, Inc.",47217.0,1,[WEAK] ...Share Resize Listen (1 min) HP CEO Enrique Lores said AI could be used to help automate customer support. ann wang/Reuters HP HPQ 0.66 % increase; green up pointing tr...,US,^GSPC,True,
HubSpot,HUBS,MEDIUM,READY,post_genai,2023-01-31,,500.0,7%,Marketing,United States,https://www.marketwatch.com/story/hubspot-to-lay-off-about-500-employees-consolidate-workspace-leases-01675175630,yfinance_only,,HUBS,"HubSpot, Inc.",,0,,US,^GSPC,True,
HubSpot,HUBS,MEDIUM,READY,post_genai,2024-01-24,,,,Marketing,United States,https://www.linkedin.com/posts/jcolman_hubspot-content-designers-open-to-work-activity-7156050968306991105-917M/,yfinance_only,,HUBS,"HubSpot, Inc.",,0,,US,^GSPC,True,
IAC,IAC,MEDIUM,READY,post_genai,2024-01-10,,330.0,,Consumer,United States,https://www.bloomberg.com/news/articles/2024-01-10/iac-divests-mosaic-apps-to-bending-spoons-in-deal-valued-at-100-million-plus?embedded-checkout=true,yfinance_only,,IAC,IAC Inc.,,0,,US,^GSPC,True,
IBM,IBM,MEDIUM,READY,post_genai,2023-01-25,,3900.0,2%,Hardware,United States,https://www.bloomberg.com/news/articles/2023-01-25/ibm-to-cut-about-3-900-workers-still-hiring-in-higher-growth-areas,yfinance_only,,IBM,International Business Machines,,0,,US,^GSPC,True,
IBM,IBM,MEDIUM,READY,post_genai,2024-03-12,,,,Hardware,United States,https://www.cnbc.com/2024/03/12/ibm-tells-employees-of-job-cuts-in-marketing-and-communications.html,yfinance_only,,IBM,International Business Machines,,1,"[WEAK] ...into the emerging AI narrative, which has been the big story across tech since OpenAI released ChatGPT in late 2022. In May, IBM announced WatsonX, billed as a devel...",US,^GSPC,True,
Ibotta,IBTA,MEDIUM,READY,post_genai,2025-02-22,,70.0,8%,Retail,United States,https://coloradosun.com/2025/02/22/fired-federal-workers-eligible-colorado-unemployment-benefits/#h-other-working-bits,yfinance_only,,IBTA,"Ibotta, Inc.",,0,,US,^GSPC,False,insufficient_pre_event_history
iCAD,ICAD,MEDIUM,DELISTED,post_genai,2023-03-29,,23.0,28%,Healthcare,United States,https://www.medtechdive.com/news/iCAD-AI-layoffs-new-ceo/646300/,yfinance_only,,ICAD,iCAD Inc,,0,,US,^GSPC,False,delisted
Infineon,IFX.DE,MEDIUM,READY,post_genai,2024-08-05,,1400.0,,Manufacturing,Germany,https://finance.yahoo.com/news/infineon-cut-1-400-jobs-125510481.html,yfinance_only,,IFX.DE,INFINEON TECHNOLOGIES AG      N,,0,,INTL,^GDAXI,True,
Illumina,ILMN,HIGH,READY,pre_genai,2022-11-14,2023-06-26,500.0,5%,Healthcare,United States,https://www.genomeweb.com/business-news/illumina-lays-approximately-500-employees-response-economic-climate#.Y4FAPOzMJjM,EDGAR_exact,ILMN,ILMN,"Illumina, Inc.",1110803.0,0,,US,^GSPC,True,
Illumina,ILMN,HIGH,READY,post_genai,2023-06-21,2023-06-26,,,Healthcare,United States,https://www.sec.gov/Archives/edgar/data/1110803/000111080323000048/ilmn-20230621.htm,EDGAR_exact,ILMN,ILMN,"Illumina, Inc.",1110803.0,0,,US,^GSPC,True,
Intel,INTC,HIGH,READY,pre_genai,2022-12-06,2024-08-01,201.0,,Hardware,United States,https://www.crn.com/news/computing/intel-begins-layoffs-in-california-voluntary-unpaid-leave-program,EDGAR_exact,INTC,INTC,Intel Corporation,50863.0,0,,US,^GSPC,True,
Intel,INTC,HIGH,READY,post_genai,2023-08-17,2024-08-01,140.0,,Hardware,United States,https://www.tomshardware.com/news/intel-to-make-further-workforce-cuts-in-us-report,EDGAR_exact,INTC,INTC,Intel Corporation,50863.0,0,[FALSE_POSITIVE_IRRELEVANT] [WEAK] ...ar breakup fee to Tower. And getting billions of dollars from the Chips act. If ChatGPT could develop processors I bet Intel and other companies would cut their engine...,US,^GSPC,True,
Intel,INTC,HIGH,READY,post_genai,2025-02-04,2024-08-01,58.0,,Hardware,United States,https://folsomtimes.com/intel-announces-another-58-layoffs-for-folsom-campus/,EDGAR_exact,INTC,INTC,Intel Corporation,50863.0,0,,US,^GSPC,True,
Intuit,INTU,HIGH,READY,pre_genai,2020-06-22,2024-07-10,715.0,7%,Finance,United States,https://intuitblog.com/news-social/a-message-from-intuit-ceo-sasan-goodarzi-to-intuit-employees/,EDGAR_exact,INTU,ISRG,"Intuitive Surgical, Inc.",896878.0,0,,US,^GSPC,True,
Intuit,INTU,HIGH,READY,post_genai,2024-07-10,2024-07-10,1800.0,10%,Finance,United States,https://www.bloomberg.com/news/articles/2024-07-10/intuit-to-cull-10-of-employees-in-latest-round-of-tech-layoffs,EDGAR_exact,INTU,ISRG,"Intuitive Surgical, Inc.",896878.0,0,,US,^GSPC,True,
Innoviz,INVZ,MEDIUM,READY,post_genai,2024-01-31,,60.0,13%,Transportation,Israel,https://www.calcalistech.com/ctechnews/article/hjs6xbucp,yfinance_only,,INVZ,Innoviz Technologies Ltd.,,0,,US,^GSPC,True,
Innoviz,INVZ,MEDIUM,READY,post_genai,2025-02-04,,40.0,9%,Transportation,Israel,https://www.calcalistech.com/ctechnews/article/hydnmjjkjx,yfinance_only,,INVZ,Innoviz Technologies Ltd.,,0,,US,^GSPC,True,
Century Therapeutics,IPSC,MEDIUM,READY,post_genai,2023-01-09,,,,Healthcare,United States,https://www.bizjournals.com/philadelphia/news/2023/01/09/century-therapeutics-jobs-cell-therapy-cancer.amp.html,yfinance_only,,IPSC,"Century Therapeutics, Inc.",,0,,US,^GSPC,True,
iRobot,IRBT,MEDIUM,DELISTED,post_genai,2024-01-29,2024-08-07,350.0,31%,Consumer,United States,https://www.cnbc.com/2024/01/29/amazon-terminates-irobot-deal-vacuum-maker-to-lay-off-31percent-of-staff.html,EDGAR_exact,IRBT,,,1159167.0,0,"[FALSE_POSITIVE_IRRELEVANT] [WEAK] ...s between Big Tech and artificial intelligence developers such as Anthropic and OpenAI. In Europe, both Britain's Competition and Markets Authority and the EU's Europ...",US,^GSPC,False,
iRobot,IRBT,MEDIUM,DELISTED,post_genai,2024-11-06,2024-08-07,105.0,16%,Consumer,United States,https://techcrunch.com/2024/11/06/irobot-lays-off-another-105-employees/,EDGAR_exact,IRBT,,,1159167.0,0,[FALSE_POSITIVE_IRRELEVANT] [WEAK] ...t in Robotics Robotics FedEx chooses partnerships over proprietary tech for its automation strategy Rebecca Szkutak 2 days ago Robotics Nomadic raises $8.4 million to wra...,US,^GSPC,False,
iSpecimen,ISPC,MEDIUM,READY,post_genai,2023-09-06,,,20%,Healthcare,United States,https://seekingalpha.com/news/4009713-ispecimen-to-lay-off-20-of-its-employees-as-it-seeks-profitability,yfinance_only,,ISPC,iSpecimen Inc.,,0,,US,^GSPC,True,
Jumia,JMIA,MEDIUM,READY,pre_genai,2022-11-21,,900.0,20%,Retail,Nigeria,https://techcrunch.com/2023/02/16/jumia-laid-off-20-of-staff-in-q4-2022-amid-work-to-reduce-losses-by-half-this-year/,yfinance_only,,JMIA,Jumia Technologies AG,,0,"[FALSE_POSITIVE_TC_BOILERPLATE] [WEAK] ...Google is now letting users in the US change their Gmail address Ivan Mehta Why OpenAI really shut down Sora Connie Loizos The Pixel 10a doesn’t have a camera bump, a...",US,^GSPC,True,
Just Eat Takeaway,JTKWY,MEDIUM,READY,pre_genai,2022-07-20,,390.0,,Food,Netherlands,https://www.reuters.com/business/retail-consumer/just-eat-takeaway-cut-staff-france-spokesperson-says-2022-07-20/,yfinance_only,,JTKWY,Just Eat Takeaway.com N.V.,,0,,US,^GSPC,True,
Kyndryl,KD,MEDIUM,READY,post_genai,2023-03-30,,,,Infrastructure,United States,https://www.channelfutures.com/business-models/kyndryl-confirms-layoffs-as-no-1-cost-is-always-flesh-and-bone,yfinance_only,,KD,"Kyndryl Holdings, Inc.",,0,,US,^GSPC,True,
Kogan,KGN.AX,MEDIUM,READY,pre_genai,2022-08-23,,,,Retail,Australia,https://www.smartcompany.com.au/industries/retail/kogan-financial-report-losses-e-commerce-online-shopping/,yfinance_only,,KGN.AX,KOGAN.COM FPO [KGN],,0,,INTL,^AXJO,True,
Kaltura,KLTR,HIGH,READY,pre_genai,2022-08-09,2022-11-10,,10%,Media,United States,https://en.globes.co.il/en/article-kaltura-laying-off-10-of-workforce-1001420938,EDGAR_exact,KLTR,KLTR,"Kaltura, Inc.",1432133.0,0,,US,^GSPC,True,
Kaltura,KLTR,HIGH,READY,post_genai,2025-08-07,2022-11-10,70.0,10%,Media,United States,https://www.calcalistech.com/ctechnews/article/6a8duhohw,EDGAR_exact,KLTR,KLTR,"Kaltura, Inc.",1432133.0,0,,US,^GSPC,True,
Kinaxis,KXS.TO,MEDIUM,READY,post_genai,2024-05-08,,,6%,Other,Canada,https://investors.kinaxis.com/news-releases/news-release-details/2024/Kinaxis-Inc.-Reports-First-Quarter-2024-Results/default.aspx,yfinance_only,,KXS.TO,KINAXIS INC,,0,,INTL,^GSPTSE,True,
